issue_id,severity,certainty,category,study_id,es_id,csv_row,field,current_value,expected_or_review,evidence,source_file,source_locator,recommended_action
I0789,High,Confirmed,Sample size,uygur_2010_aphyhun,es002,3,c_n; ex_n,9; 10,10; 9,Table II labels CON n=10 and PSN n=9; the means/SEs in this row correspond to CON and PSN respectively.,included_studies/uygur_2010_aphyhun.pdf,"PDF page 5, Table II",Swap the control and experimental sample sizes; retain the arm means and SEs.
I0790,High,Confirmed,Exposure metadata,uygur_2010_aphyhun,es003,4,exposure_session_duration_h,0.66,0.75,Methods report 45 min/day; 45/60 = 0.75 h.,included_studies/uygur_2010_aphyhun.pdf,"PDF page 3, Stress procedures",Correct the daily exposure duration.
I0791,High,Confirmed,Sample size,uygur_2010_aphyhun,es003,4,c_n; ex_n,9; 10,10; 9,Table II labels CON n=10 and PSN n=9; the means/SEs in this row correspond to CON and PSN respectively.,included_studies/uygur_2010_aphyhun.pdf,"PDF page 5, Table II",Swap the control and experimental sample sizes; retain the arm means and SEs.
I0792,High,Confirmed,Outcome metadata,uygur_2011_ankarauniv,es068,69,data_type; data_units,Count; Count,Time; s,"Methods state that total time spent immobile, swimming, jumping, and diving was calculated for the test period.",included_studies/uygur_2011_ankarauniv.pdf,"PDF page 3, Forced swimming test; PDF page 4, Table 2",Correct both data type and unit before outcome harmonization.
I0793,High,Confirmed,Outcome metadata,uygur_2011_ankarauniv,es069,70,data_type; data_units,Count; Count,Time; s,"Methods state that total time spent immobile, swimming, jumping, and diving was calculated for the test period.",included_studies/uygur_2011_ankarauniv.pdf,"PDF page 3, Forced swimming test; PDF page 4, Table 2",Correct both data type and unit before outcome harmonization.
I0794,High,Confirmed,Outcome metadata,uygur_2011_ankarauniv,es070,71,data_type; data_units,Count; Count,Time; s,"Methods state that total time spent immobile, swimming, jumping, and diving was calculated for the test period.",included_studies/uygur_2011_ankarauniv.pdf,"PDF page 3, Forced swimming test; PDF page 4, Table 2",Correct both data type and unit before outcome harmonization.
I0795,High,Confirmed,Outcome metadata,uygur_2011_ankarauniv,es071,72,data_type; data_units,Count; Count,Time; s,"Methods state that total time spent immobile, swimming, jumping, and diving was calculated for the test period.",included_studies/uygur_2011_ankarauniv.pdf,"PDF page 3, Forced swimming test; PDF page 4, Table 2",Correct both data type and unit before outcome harmonization.
I0796,High,Confirmed,Source traceability,abramova_2024_devneur,es033,34,data_file,abramova_2024_devneur_fig3b,abramova_2024_devneur_fig3c,The current screenshot stem points to the other Figure 3 panel; the MetaDigitise file and group labels identify the correct panel.,Metadigitise_figs/metaDigitise_output.csv,filename=abramova_2024_devneur_fig3c.png,Correct the screenshot filename without changing the already matching extracted statistics.
I0797,High,Confirmed,Source traceability,abramova_2024_devneur,es034,35,data_file,abramova_2024_devneur_fig3b,abramova_2024_devneur_fig3c,The current screenshot stem points to the other Figure 3 panel; the MetaDigitise file and group labels identify the correct panel.,Metadigitise_figs/metaDigitise_output.csv,filename=abramova_2024_devneur_fig3c.png,Correct the screenshot filename without changing the already matching extracted statistics.
I0798,High,Confirmed,Source traceability,abramova_2024_devneur,es035,36,data_file,abramova_2024_devneur_fig3c,abramova_2024_devneur_fig3b,The current screenshot stem points to the other Figure 3 panel; the MetaDigitise file and group labels identify the correct panel.,Metadigitise_figs/metaDigitise_output.csv,filename=abramova_2024_devneur_fig3b.png,Correct the screenshot filename without changing the already matching extracted statistics.
I0799,High,Confirmed,Source traceability,abramova_2024_devneur,es036,37,data_file,abramova_2024_devneur_fig3c,abramova_2024_devneur_fig3b,The current screenshot stem points to the other Figure 3 panel; the MetaDigitise file and group labels identify the correct panel.,Metadigitise_figs/metaDigitise_output.csv,filename=abramova_2024_devneur_fig3b.png,Correct the screenshot filename without changing the already matching extracted statistics.
I0800,Medium,Confirmed,Protocol conformity,badache_2017_stress,es093,94,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0801,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es094,95,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0802,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es095,96,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0803,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es096,97,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0804,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es097,98,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0805,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es098,99,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0806,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es099,100,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0807,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es100,101,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0808,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es101,102,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0809,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es102,103,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0810,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es103,104,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0811,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es104,105,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0812,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es105,106,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0813,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es106,107,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0814,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es107,108,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0815,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es108,109,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0816,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es109,110,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0817,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es110,111,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0818,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es111,112,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0819,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es112,113,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0820,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es113,114,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
I0821,Medium,Confirmed,Protocol conformity,whitlow_1978_thesis,es114,115,experimental_procedures,Cross-Fostered,None; document cross-fostering in experimental_procedures_notes or a dedicated design field,Protocol defines this field only for sham surgical or pharmacological interventions.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item experimental_procedures","Preserve cross-fostering information, but move it to an appropriate notes/design variable."
